bairro,ano,obitos precoces,codigo,nascidos vivos,taxa_mortalidade_precoce
IGNORADO BAIRRO-MRJ,2015,1,999,55,18.18181818181818
,2015,122,,0,inf
SAUDE,2016,0,001,38,0.0
GAMBOA,2016,0,002,171,0.0
SANTO CRISTO,2016,1,003,199,5.025125628140704
CAJU,2016,5,004,460,10.869565217391305
CENTRO,2016,3,005,393,7.633587786259541
CATUMBI,2016,0,006,242,0.0
RIO COMPRIDO,2016,0,007,543,0.0
CIDADE NOVA,2016,0,008,72,0.0
ESTACIO,2016,0,009,245,0.0
SAO CRISTOVAO,2016,3,010,591,5.076142131979695
MANGUEIRA,2016,0,011,278,0.0
BENFICA,2016,1,012,484,2.066115702479339
PAQUETA,2016,1,013,36,27.777777777777775
SANTA TERESA,2016,2,014,466,4.291845493562231
FLAMENGO,2016,0,015,340,0.0
GLORIA,2016,0,016,106,0.0
LARANJEIRAS,2016,0,017,358,0.0
CATETE,2016,0,018,172,0.0
COSME VELHO,2016,1,019,93,10.752688172043012
BOTAFOGO,2016,3,020,775,3.870967741935484
HUMAITA,2016,1,021,146,6.8493150684931505
URCA,2016,0,022,43,0.0
LEME,2016,2,023,132,15.151515151515152
COPACABANA,2016,3,024,1038,2.890173410404624
IPANEMA,2016,3,025,259,11.583011583011583
LEBLON,2016,1,026,339,2.949852507374631
LAGOA,2016,1,027,121,8.264462809917356
JARDIM BOTANICO,2016,0,028,154,0.0
GAVEA,2016,1,029,265,3.7735849056603774
VIDIGAL,2016,2,030,207,9.66183574879227
SAO CONRADO,2016,0,031,79,0.0
PRACA DA BANDEIRA,2016,1,032,117,8.547008547008549
TIJUCA,2016,4,033,1531,2.612671456564337
ALTO DA BOA VISTA,2016,1,034,148,6.756756756756757
MARACANA,2016,0,035,177,0.0
VILA ISABEL,2016,3,036,672,4.464285714285714
ANDARAI,2016,1,037,313,3.1948881789137378
GRAJAU,2016,1,038,326,3.067484662576687
MANGUINHOS,2016,6,039,494,12.145748987854251
BONSUCESSO,2016,1,040,1157,0.8643042350907519
RAMOS,2016,2,041,760,2.631578947368421
OLARIA,2016,6,042,554,10.830324909747292
PENHA,2016,6,043,920,6.521739130434782
PENHA CIRCULAR,2016,4,044,435,9.195402298850574
BRAS DE PINA,2016,2,045,612,3.2679738562091503
CORDOVIL,2016,1,046,605,1.6528925619834711
PARADA DE LUCAS,2016,2,047,322,6.211180124223602
VIGARIO GERAL,2016,4,048,419,9.546539379474941
JARDIM AMERICA,2016,2,049,411,4.866180048661801
HIGIENOPOLIS,2016,2,050,164,12.195121951219512
JACARE,2016,1,051,321,3.115264797507788
MARIA DA GRACA,2016,0,052,66,0.0
DEL CASTILHO,2016,1,053,290,3.4482758620689653
INHAUMA,2016,2,054,749,2.67022696929239
ENGENHO DA RAINHA,2016,2,055,354,5.649717514124294
TOMAS COELHO,2016,1,056,244,4.0983606557377055
SAO FRANCISCO XAVIER,2016,0,057,95,0.0
ROCHA,2016,0,058,180,0.0
RIACHUELO,2016,0,059,123,0.0
SAMPAIO,2016,0,060,131,0.0
ENGENHO NOVO,2016,3,061,553,5.424954792043399
LINS DE VASCONCELOS,2016,1,062,422,2.3696682464454977
MEIER,2016,1,063,429,2.331002331002331
TODOS OS SANTOS,2016,0,064,150,0.0
CACHAMBI,2016,2,065,377,5.305039787798409
ENGENHO DE DENTRO,2016,5,066,597,8.375209380234505
AGUA SANTA,2016,0,067,96,0.0
ENCANTADO,2016,0,068,142,0.0
PIEDADE,2016,3,069,495,6.0606060606060606
ABOLICAO,2016,0,070,122,0.0
PILARES,2016,4,071,330,12.121212121212121
VILA KOSMOS,2016,2,072,122,16.393442622950822
VICENTE DE CARVALHO,2016,1,073,309,3.236245954692557
VILA DA PENHA,2016,0,074,237,0.0
VISTA ALEGRE,2016,1,075,120,8.333333333333334
IRAJA,2016,2,076,1081,1.8501387604070305
COLEGIO,2016,2,077,424,4.716981132075471
CAMPINHO,2016,1,078,170,5.88235294117647
QUINTINO BOCAIUVA,2016,2,079,362,5.524861878453039
CAVALCANTE,2016,3,080,219,13.698630136986301
ENGENHEIRO LEAL,2016,2,081,70,28.57142857142857
CASCADURA,2016,2,082,393,5.089058524173028
MADUREIRA,2016,3,083,687,4.366812227074235
VAZ LOBO,2016,2,084,234,8.547008547008549
TURIACU,2016,1,085,151,6.622516556291391
ROCHA MIRANDA,2016,5,086,565,8.849557522123893
HONORIO GURGEL,2016,2,087,310,6.451612903225806
OSWALDO CRUZ,2016,0,088,358,0.0
BENTO RIBEIRO,2016,5,089,493,10.141987829614605
MARECHAL HERMES,2016,4,090,512,7.8125
RIBEIRA,2016,0,091,27,0.0
CACUIA,2016,0,093,134,0.0
PITANGUEIRAS,2016,1,094,156,6.41025641025641
PRAIA DA BANDEIRA,2016,1,095,41,24.390243902439025
COCOTA,2016,0,096,68,0.0
BANCARIOS,2016,0,097,190,0.0
FREGUESIA-ILHA,2016,0,098,280,0.0
JARDIM GUANABARA,2016,0,099,211,0.0
JARDIM CARIOCA,2016,5,100,271,18.45018450184502
TAUA,2016,3,101,220,13.636363636363635
MONERO,2016,0,102,39,0.0
PORTUGUESA,2016,0,103,166,0.0
GALEAO,2016,3,104,337,8.902077151335313
CIDADE UNIVERSITARIA,2016,0,105,25,0.0
GUADALUPE,2016,2,106,585,3.4188034188034186
ANCHIETA,2016,7,107,1010,6.930693069306931
PARQUE ANCHIETA,2016,2,108,180,11.11111111111111
RICARDO ALBUQUERQUE,2016,1,109,337,2.967359050445104
COELHO NETO,2016,2,110,403,4.962779156327543
ACARI,2016,4,111,498,8.032128514056224
BARROS FILHO,2016,2,112,270,7.407407407407407
COSTA BARROS,2016,5,113,670,7.462686567164179
PAVUNA,2016,2,114,1123,1.7809439002671414
JACAREPAGUA,2016,18,115,2663,6.759294029290274
ANIL,2016,1,116,421,2.375296912114014
GARDENIA AZUL,2016,2,117,593,3.372681281618887
CIDADE DE DEUS,2016,5,118,829,6.031363088057901
CURICICA,2016,3,119,842,3.5629453681710217
FREGUESIA-JPA,2016,7,120,817,8.567931456548347
PECHINCHA,2016,1,121,453,2.207505518763797
TAQUARA,2016,8,122,1644,4.866180048661801
TANQUE,2016,6,123,535,11.214953271028037
PRACA SECA,2016,7,124,848,8.254716981132075
VILA VALQUEIRE,2016,4,125,352,11.363636363636363
JOA,2016,0,126,7,0.0
ITANHANGA,2016,8,127,662,12.084592145015106
BARRA DA TIJUCA,2016,2,128,1398,1.4306151645207439
CAMORIM,2016,0,129,84,0.0
VARGEM PEQUENA,2016,3,130,418,7.177033492822967
VARGEM GRANDE,2016,2,131,325,6.153846153846154
RECREIO BANDEIRANTES,2016,4,132,1299,3.079291762894534
DEODORO,2016,1,134,209,4.784688995215311
VILA MILITAR,2016,0,135,90,0.0
CAMPO DOS AFONSOS,2016,0,136,28,0.0
JARDIM SULACAP,2016,1,137,206,4.854368932038835
MAGALHAES BASTOS,2016,4,138,266,15.037593984962406
REALENGO,2016,14,139,2241,6.247211066488175
PADRE MIGUEL,2016,4,140,864,4.62962962962963
BANGU,2016,28,141,3404,8.225616921269095
SENADOR CAMARA,2016,5,142,1405,3.558718861209964
SANTISSIMO,2016,6,143,690,8.695652173913043
CAMPO GRANDE,2016,32,144,5048,6.3391442155309035
SENADOR VASCONCELOS,2016,1,145,330,3.0303030303030303
INHOAIBA,2016,11,146,985,11.167512690355329
COSMOS,2016,5,147,1199,4.170141784820684
PACIENCIA,2016,16,148,1571,10.184595798854232
SANTA CRUZ,2016,41,149,3676,11.153427638737758
SEPETIBA,2016,11,150,838,13.126491646778042
GUARATIBA,2016,21,151,1936,10.847107438016529
BARRA DE GUARATIBA,2016,0,152,60,0.0
PEDRA DE GUARATIBA,2016,1,153,516,1.937984496124031
ROCINHA,2016,6,154,1061,5.655042412818096
JACAREZINHO,2016,1,155,321,3.115264797507788
COMPLEXO DO ALEMAO,2016,12,156,680,17.647058823529413
COMPLEXO DA MARE,2016,21,157,1275,16.47058823529412
PARQUE COLUMBIA,2016,3,158,48,62.5
VASCO DA GAMA,2016,1,159,66,15.151515151515152
GERICINo,2016,0,160,1,0.0
LAPA,2016,0,161,0,
VILA KENNEDY,2016,0,162,0,
ILHA DE GUARATIBA,2016,0,164,0,
BARRA OLIMPICA,2016,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2016,0,998,242,0.0
IGNORADO BAIRRO-MRJ,2016,1,999,74,13.513513513513514
,2016,121,,0,inf
SAUDE,2017,0,001,52,0.0
GAMBOA,2017,0,002,166,0.0
SANTO CRISTO,2017,0,003,193,0.0
CAJU,2017,4,004,454,8.81057268722467
CENTRO,2017,1,005,361,2.770083102493075
CATUMBI,2017,1,006,198,5.050505050505051
RIO COMPRIDO,2017,3,007,549,5.46448087431694
CIDADE NOVA,2017,0,008,74,0.0
ESTACIO,2017,0,009,275,0.0
SAO CRISTOVAO,2017,3,010,474,6.329113924050633
MANGUEIRA,2017,4,011,322,12.422360248447204
BENFICA,2017,4,012,530,7.547169811320755
PAQUETA,2017,0,013,41,0.0
SANTA TERESA,2017,4,014,410,9.75609756097561
FLAMENGO,2017,0,015,349,0.0
GLORIA,2017,0,016,86,0.0
LARANJEIRAS,2017,2,017,401,4.987531172069826
CATETE,2017,0,018,251,0.0
COSME VELHO,2017,0,019,107,0.0
BOTAFOGO,2017,1,020,754,1.3262599469496021
HUMAITA,2017,0,021,115,0.0
URCA,2017,0,022,57,0.0
LEME,2017,0,023,132,0.0
COPACABANA,2017,5,024,1095,4.5662100456621
IPANEMA,2017,1,025,292,3.4246575342465753
LEBLON,2017,0,026,353,0.0
LAGOA,2017,1,027,193,5.181347150259067
JARDIM BOTANICO,2017,0,028,184,0.0
GAVEA,2017,3,029,145,20.689655172413794
VIDIGAL,2017,1,030,211,4.739336492890995
SAO CONRADO,2017,0,031,79,0.0
PRACA DA BANDEIRA,2017,1,032,93,10.752688172043012
TIJUCA,2017,8,033,1345,5.947955390334572
ALTO DA BOA VISTA,2017,2,034,109,18.34862385321101
MARACANA,2017,1,035,204,4.901960784313726
VILA ISABEL,2017,4,036,669,5.9790732436472345
ANDARAI,2017,0,037,372,0.0
GRAJAU,2017,1,038,342,2.923976608187134
MANGUINHOS,2017,4,039,484,8.264462809917356
BONSUCESSO,2017,3,040,583,5.145797598627787
RAMOS,2017,1,041,554,1.8050541516245489
OLARIA,2017,1,042,630,1.5873015873015872
PENHA,2017,6,043,903,6.644518272425249
PENHA CIRCULAR,2017,3,044,570,5.263157894736842
BRAS DE PINA,2017,4,045,607,6.589785831960461
CORDOVIL,2017,6,046,548,10.948905109489052
PARADA DE LUCAS,2017,0,047,316,0.0
VIGARIO GERAL,2017,7,048,530,13.20754716981132
JARDIM AMERICA,2017,2,049,396,5.050505050505051
HIGIENOPOLIS,2017,0,050,142,0.0
JACARE,2017,2,051,336,5.952380952380952
MARIA DA GRACA,2017,0,052,99,0.0
DEL CASTILHO,2017,2,053,282,7.092198581560283
INHAUMA,2017,3,054,691,4.341534008683069
ENGENHO DA RAINHA,2017,1,055,338,2.9585798816568047
TOMAS COELHO,2017,1,056,250,4.0
SAO FRANCISCO XAVIER,2017,1,057,81,12.345679012345679
ROCHA,2017,1,058,176,5.681818181818182
RIACHUELO,2017,0,059,92,0.0
SAMPAIO,2017,0,060,143,0.0
ENGENHO NOVO,2017,3,061,554,5.415162454873646
LINS DE VASCONCELOS,2017,4,062,457,8.752735229759299
MEIER,2017,1,063,395,2.5316455696202533
TODOS OS SANTOS,2017,0,064,194,0.0
CACHAMBI,2017,0,065,374,0.0
ENGENHO DE DENTRO,2017,9,066,599,15.025041736227045
AGUA SANTA,2017,0,067,69,0.0
ENCANTADO,2017,0,068,133,0.0
PIEDADE,2017,1,069,537,1.86219739292365
ABOLICAO,2017,1,070,118,8.474576271186441
PILARES,2017,1,071,311,3.215434083601286
VILA KOSMOS,2017,3,072,124,24.193548387096772
VICENTE DE CARVALHO,2017,0,073,360,0.0
VILA DA PENHA,2017,0,074,240,0.0
VISTA ALEGRE,2017,1,075,99,10.101010101010102
IRAJA,2017,4,076,1002,3.992015968063872
COLEGIO,2017,2,077,435,4.597701149425287
CAMPINHO,2017,0,078,164,0.0
QUINTINO BOCAIUVA,2017,1,079,353,2.8328611898017
CAVALCANTE,2017,1,080,213,4.694835680751174
ENGENHEIRO LEAL,2017,1,081,65,15.384615384615385
CASCADURA,2017,3,082,446,6.72645739910314
MADUREIRA,2017,5,083,665,7.518796992481203
VAZ LOBO,2017,2,084,211,9.47867298578199
TURIACU,2017,3,085,221,13.574660633484163
ROCHA MIRANDA,2017,3,086,545,5.5045871559633035
HONORIO GURGEL,2017,5,087,345,14.492753623188406
OSWALDO CRUZ,2017,3,088,369,8.130081300813009
BENTO RIBEIRO,2017,3,089,484,6.198347107438017
MARECHAL HERMES,2017,6,090,524,11.450381679389313
RIBEIRA,2017,0,091,34,0.0
CACUIA,2017,0,093,127,0.0
PITANGUEIRAS,2017,0,094,140,0.0
PRAIA DA BANDEIRA,2017,1,095,54,18.51851851851852
COCOTA,2017,0,096,72,0.0
BANCARIOS,2017,1,097,162,6.172839506172839
FREGUESIA-ILHA,2017,0,098,247,0.0
JARDIM GUANABARA,2017,1,099,228,4.385964912280701
JARDIM CARIOCA,2017,1,100,270,3.7037037037037037
TAUA,2017,2,101,314,6.369426751592357
MONERO,2017,1,102,26,38.46153846153847
PORTUGUESA,2017,0,103,178,0.0
GALEAO,2017,0,104,331,0.0
CIDADE UNIVERSITARIA,2017,0,105,23,0.0
GUADALUPE,2017,3,106,618,4.854368932038835
ANCHIETA,2017,4,107,884,4.524886877828055
PARQUE ANCHIETA,2017,2,108,237,8.438818565400844
RICARDO ALBUQUERQUE,2017,5,109,349,14.326647564469916
COELHO NETO,2017,3,110,360,8.333333333333334
ACARI,2017,5,111,563,8.880994671403197
BARROS FILHO,2017,1,112,277,3.6101083032490977
COSTA BARROS,2017,6,113,614,9.771986970684038
PAVUNA,2017,9,114,1305,6.896551724137931
JACAREPAGUA,2017,11,115,2811,3.9131981501245106
ANIL,2017,1,116,432,2.314814814814815
GARDENIA AZUL,2017,2,117,591,3.3840947546531304
CIDADE DE DEUS,2017,6,118,847,7.083825265643448
CURICICA,2017,4,119,893,4.479283314669653
FREGUESIA-JPA,2017,3,120,795,3.7735849056603774
PECHINCHA,2017,0,121,493,0.0
TAQUARA,2017,7,122,1651,4.239854633555421
TANQUE,2017,2,123,545,3.669724770642202
PRACA SECA,2017,6,124,905,6.629834254143646
VILA VALQUEIRE,2017,1,125,395,2.5316455696202533
JOA,2017,0,126,2,0.0
ITANHANGA,2017,5,127,939,5.324813631522897
BARRA DA TIJUCA,2017,4,128,1431,2.795248078266946
CAMORIM,2017,0,129,92,0.0
VARGEM PEQUENA,2017,1,130,400,2.5
VARGEM GRANDE,2017,0,131,329,0.0
RECREIO BANDEIRANTES,2017,9,132,1337,6.731488406881077
DEODORO,2017,0,134,173,0.0
VILA MILITAR,2017,1,135,128,7.8125
CAMPO DOS AFONSOS,2017,0,136,19,0.0
JARDIM SULACAP,2017,0,137,186,0.0
MAGALHAES BASTOS,2017,1,138,257,3.8910505836575875
REALENGO,2017,12,139,2115,5.673758865248227
PADRE MIGUEL,2017,6,140,757,7.926023778071334
BANGU,2017,17,141,3357,5.0640452785224905
SENADOR CAMARA,2017,13,142,1422,9.142053445850914
SANTISSIMO,2017,3,143,772,3.8860103626943006
CAMPO GRANDE,2017,25,144,5244,4.767353165522502
SENADOR VASCONCELOS,2017,6,145,411,14.598540145985401
INHOAIBA,2017,7,146,1044,6.704980842911878
COSMOS,2017,9,147,1259,7.148530579825258
PACIENCIA,2017,10,148,1594,6.273525721455458
SANTA CRUZ,2017,14,149,3871,3.6166365280289328
SEPETIBA,2017,4,150,797,5.018820577164366
GUARATIBA,2017,12,151,2201,5.452067242162653
BARRA DE GUARATIBA,2017,1,152,76,13.157894736842104
PEDRA DE GUARATIBA,2017,2,153,424,4.716981132075471
ROCINHA,2017,4,154,1086,3.6832412523020257
JACAREZINHO,2017,4,155,266,15.037593984962406
COMPLEXO DO ALEMAO,2017,5,156,825,6.0606060606060606
COMPLEXO DA MARE,2017,12,157,1830,6.557377049180328
PARQUE COLUMBIA,2017,2,158,54,37.03703703703704
VASCO DA GAMA,2017,3,159,161,18.633540372670808
GERICINo,2017,0,160,16,0.0
LAPA,2017,0,161,0,
VILA KENNEDY,2017,0,162,1,0.0
ILHA DE GUARATIBA,2017,0,164,0,
BARRA OLIMPICA,2017,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2017,0,998,204,0.0
IGNORADO BAIRRO-MRJ,2017,2,999,78,25.64102564102564
,2017,125,,0,inf
SAUDE,2018,0,001,41,0.0
GAMBOA,2018,3,002,161,18.633540372670808
SANTO CRISTO,2018,0,003,215,0.0
CAJU,2018,1,004,438,2.28310502283105
CENTRO,2018,3,005,295,10.169491525423728
CATUMBI,2018,2,006,180,11.11111111111111
RIO COMPRIDO,2018,6,007,510,11.76470588235294
CIDADE NOVA,2018,0,008,66,0.0
ESTACIO,2018,2,009,287,6.968641114982578
SAO CRISTOVAO,2018,0,010,581,0.0
MANGUEIRA,2018,1,011,306,3.2679738562091503
BENFICA,2018,0,012,491,0.0
PAQUETA,2018,0,013,38,0.0
SANTA TERESA,2018,1,014,438,2.28310502283105
FLAMENGO,2018,0,015,351,0.0
GLORIA,2018,1,016,64,15.625
LARANJEIRAS,2018,0,017,388,0.0
CATETE,2018,1,018,225,4.444444444444445
COSME VELHO,2018,2,019,84,23.809523809523807
BOTAFOGO,2018,1,020,713,1.402524544179523
HUMAITA,2018,0,021,116,0.0
URCA,2018,0,022,68,0.0
LEME,2018,0,023,119,0.0
COPACABANA,2018,4,024,1035,3.864734299516908
IPANEMA,2018,2,025,313,6.3897763578274756
LEBLON,2018,0,026,345,0.0
LAGOA,2018,0,027,150,0.0
JARDIM BOTANICO,2018,0,028,171,0.0
GAVEA,2018,0,029,229,0.0
VIDIGAL,2018,1,030,236,4.237288135593221
SAO CONRADO,2018,0,031,98,0.0
PRACA DA BANDEIRA,2018,0,032,68,0.0
TIJUCA,2018,4,033,1384,2.890173410404624
ALTO DA BOA VISTA,2018,1,034,100,10.0
MARACANA,2018,2,035,231,8.658008658008658
VILA ISABEL,2018,5,036,665,7.518796992481203
ANDARAI,2018,2,037,369,5.420054200542006
GRAJAU,2018,2,038,329,6.079027355623101
MANGUINHOS,2018,5,039,484,10.330578512396695
BONSUCESSO,2018,2,040,613,3.2626427406199023
RAMOS,2018,1,041,633,1.5797788309636651
OLARIA,2018,4,042,599,6.67779632721202
PENHA,2018,5,043,840,5.952380952380952
PENHA CIRCULAR,2018,1,044,543,1.8416206261510129
BRAS DE PINA,2018,4,045,582,6.8728522336769755
CORDOVIL,2018,3,046,512,5.859375
PARADA DE LUCAS,2018,2,047,351,5.698005698005698
VIGARIO GERAL,2018,5,048,409,12.224938875305625
JARDIM AMERICA,2018,3,049,444,6.756756756756757
HIGIENOPOLIS,2018,1,050,144,6.944444444444444
JACARE,2018,0,051,155,0.0
MARIA DA GRACA,2018,1,052,82,12.195121951219512
DEL CASTILHO,2018,1,053,327,3.058103975535168
INHAUMA,2018,3,054,841,3.5671819262782405
ENGENHO DA RAINHA,2018,0,055,308,0.0
TOMAS COELHO,2018,2,056,254,7.874015748031496
SAO FRANCISCO XAVIER,2018,0,057,63,0.0
ROCHA,2018,1,058,146,6.8493150684931505
RIACHUELO,2018,1,059,102,9.803921568627452
SAMPAIO,2018,0,060,163,0.0
ENGENHO NOVO,2018,0,061,535,0.0
LINS DE VASCONCELOS,2018,1,062,469,2.1321961620469083
MEIER,2018,2,063,325,6.153846153846154
TODOS OS SANTOS,2018,3,064,165,18.18181818181818
CACHAMBI,2018,2,065,399,5.012531328320802
ENGENHO DE DENTRO,2018,2,066,556,3.5971223021582737
AGUA SANTA,2018,2,067,97,20.61855670103093
ENCANTADO,2018,1,068,153,6.5359477124183005
PIEDADE,2018,4,069,475,8.421052631578947
ABOLICAO,2018,0,070,85,0.0
PILARES,2018,1,071,307,3.257328990228013
VILA KOSMOS,2018,0,072,168,0.0
VICENTE DE CARVALHO,2018,2,073,324,6.172839506172839
VILA DA PENHA,2018,0,074,247,0.0
VISTA ALEGRE,2018,1,075,91,10.989010989010989
IRAJA,2018,7,076,1006,6.958250497017893
COLEGIO,2018,3,077,432,6.944444444444444
CAMPINHO,2018,2,078,159,12.578616352201259
QUINTINO BOCAIUVA,2018,6,079,346,17.341040462427745
CAVALCANTE,2018,1,080,225,4.444444444444445
ENGENHEIRO LEAL,2018,1,081,61,16.393442622950822
CASCADURA,2018,4,082,378,10.582010582010582
MADUREIRA,2018,3,083,588,5.1020408163265305
VAZ LOBO,2018,2,084,213,9.389671361502348
TURIACU,2018,1,085,192,5.208333333333333
ROCHA MIRANDA,2018,3,086,548,5.474452554744526
HONORIO GURGEL,2018,3,087,347,8.645533141210375
OSWALDO CRUZ,2018,2,088,358,5.58659217877095
BENTO RIBEIRO,2018,4,089,457,8.752735229759299
MARECHAL HERMES,2018,4,090,480,8.333333333333334
RIBEIRA,2018,0,091,28,0.0
CACUIA,2018,4,093,104,38.46153846153847
PITANGUEIRAS,2018,3,094,85,35.294117647058826
PRAIA DA BANDEIRA,2018,0,095,45,0.0
COCOTA,2018,0,096,66,0.0
BANCARIOS,2018,0,097,150,0.0
FREGUESIA-ILHA,2018,0,098,262,0.0
JARDIM GUANABARA,2018,2,099,212,9.433962264150942
JARDIM CARIOCA,2018,1,100,234,4.273504273504274
TAUA,2018,3,101,227,13.215859030837004
MONERO,2018,0,102,35,0.0
PORTUGUESA,2018,1,103,143,6.993006993006993
GALEAO,2018,3,104,271,11.07011070110701
CIDADE UNIVERSITARIA,2018,0,105,23,0.0
GUADALUPE,2018,7,106,650,10.769230769230768
ANCHIETA,2018,7,107,879,7.963594994311717
PARQUE ANCHIETA,2018,0,108,211,0.0
RICARDO ALBUQUERQUE,2018,4,109,370,10.81081081081081
COELHO NETO,2018,3,110,408,7.352941176470588
ACARI,2018,7,111,527,13.282732447817837
BARROS FILHO,2018,1,112,270,3.7037037037037037
COSTA BARROS,2018,2,113,678,2.949852507374631
PAVUNA,2018,10,114,1117,8.952551477170994
JACAREPAGUA,2018,21,115,2666,7.876969242310577
ANIL,2018,1,116,436,2.293577981651376
GARDENIA AZUL,2018,2,117,608,3.289473684210526
CIDADE DE DEUS,2018,6,118,833,7.202881152460984
CURICICA,2018,3,119,863,3.4762456546929315
FREGUESIA-JPA,2018,0,120,824,0.0
PECHINCHA,2018,1,121,451,2.2172949002217295
TAQUARA,2018,7,122,1544,4.533678756476683
TANQUE,2018,3,123,580,5.172413793103448
PRACA SECA,2018,5,124,814,6.142506142506142
VILA VALQUEIRE,2018,0,125,385,0.0
JOA,2018,0,126,5,0.0
ITANHANGA,2018,6,127,841,7.134363852556481
BARRA DA TIJUCA,2018,6,128,1353,4.434589800443459
CAMORIM,2018,0,129,101,0.0
VARGEM PEQUENA,2018,0,130,425,0.0
VARGEM GRANDE,2018,1,131,321,3.115264797507788
RECREIO BANDEIRANTES,2018,7,132,1425,4.912280701754386
DEODORO,2018,1,134,125,8.0
VILA MILITAR,2018,1,135,172,5.813953488372093
CAMPO DOS AFONSOS,2018,0,136,38,0.0
JARDIM SULACAP,2018,0,137,201,0.0
MAGALHAES BASTOS,2018,2,138,299,6.688963210702341
REALENGO,2018,6,139,2182,2.749770852428964
PADRE MIGUEL,2018,5,140,861,5.807200929152149
BANGU,2018,18,141,2955,6.091370558375634
SENADOR CAMARA,2018,7,142,1396,5.01432664756447
SANTISSIMO,2018,6,143,761,7.884362680683311
CAMPO GRANDE,2018,27,144,5046,5.35077288941736
SENADOR VASCONCELOS,2018,1,145,387,2.5839793281653747
INHOAIBA,2018,1,146,1028,0.9727626459143969
COSMOS,2018,2,147,1152,1.736111111111111
PACIENCIA,2018,9,148,1617,5.565862708719852
SANTA CRUZ,2018,30,149,3816,7.861635220125786
SEPETIBA,2018,1,150,833,1.2004801920768307
GUARATIBA,2018,18,151,2084,8.637236084452976
BARRA DE GUARATIBA,2018,2,152,65,30.76923076923077
PEDRA DE GUARATIBA,2018,0,153,564,0.0
ROCINHA,2018,6,154,950,6.315789473684211
JACAREZINHO,2018,1,155,414,2.4154589371980677
COMPLEXO DO ALEMAO,2018,2,156,509,3.929273084479371
COMPLEXO DA MARE,2018,10,157,1754,5.701254275940707
PARQUE COLUMBIA,2018,1,158,63,15.873015873015872
VASCO DA GAMA,2018,1,159,79,12.658227848101266
GERICINo,2018,0,160,1,0.0
LAPA,2018,1,161,60,16.666666666666668
VILA KENNEDY,2018,3,162,309,9.70873786407767
ILHA DE GUARATIBA,2018,0,164,0,
BARRA OLIMPICA,2018,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2018,0,998,368,0.0
IGNORADO BAIRRO-MRJ,2018,2,999,224,8.928571428571429
,2018,104,,0,inf
SAUDE,2019,1,001,51,19.607843137254903
GAMBOA,2019,0,002,154,0.0
SANTO CRISTO,2019,2,003,204,9.803921568627452
CAJU,2019,2,004,391,5.115089514066496
CENTRO,2019,1,005,325,3.076923076923077
CATUMBI,2019,1,006,210,4.761904761904763
RIO COMPRIDO,2019,3,007,495,6.0606060606060606
CIDADE NOVA,2019,0,008,73,0.0
ESTACIO,2019,1,009,233,4.291845493562231
SAO CRISTOVAO,2019,0,010,557,0.0
MANGUEIRA,2019,2,011,266,7.518796992481203
BENFICA,2019,3,012,542,5.535055350553505
PAQUETA,2019,0,013,50,0.0
SANTA TERESA,2019,3,014,399,7.518796992481203
FLAMENGO,2019,0,015,366,0.0
GLORIA,2019,1,016,141,7.092198581560283
LARANJEIRAS,2019,0,017,315,0.0
CATETE,2019,1,018,184,5.434782608695652
COSME VELHO,2019,0,019,67,0.0
BOTAFOGO,2019,1,020,663,1.5082956259426847
HUMAITA,2019,0,021,127,0.0
URCA,2019,0,022,43,0.0
LEME,2019,0,023,120,0.0
COPACABANA,2019,3,024,1059,2.8328611898017
IPANEMA,2019,1,025,275,3.6363636363636362
LEBLON,2019,1,026,315,3.1746031746031744
LAGOA,2019,1,027,146,6.8493150684931505
JARDIM BOTANICO,2019,0,028,140,0.0
GAVEA,2019,0,029,187,0.0
VIDIGAL,2019,0,030,202,0.0
SAO CONRADO,2019,3,031,110,27.27272727272727
PRACA DA BANDEIRA,2019,0,032,97,0.0
TIJUCA,2019,6,033,1311,4.576659038901602
ALTO DA BOA VISTA,2019,0,034,104,0.0
MARACANA,2019,0,035,188,0.0
VILA ISABEL,2019,3,036,559,5.366726296958855
ANDARAI,2019,2,037,280,7.142857142857142
GRAJAU,2019,2,038,313,6.3897763578274756
MANGUINHOS,2019,1,039,414,2.4154589371980677
BONSUCESSO,2019,0,040,885,0.0
RAMOS,2019,3,041,729,4.11522633744856
OLARIA,2019,3,042,522,5.747126436781609
PENHA,2019,6,043,914,6.564551422319474
PENHA CIRCULAR,2019,5,044,374,13.368983957219251
BRAS DE PINA,2019,3,045,476,6.302521008403361
CORDOVIL,2019,8,046,424,18.867924528301884
PARADA DE LUCAS,2019,1,047,318,3.1446540880503147
VIGARIO GERAL,2019,2,048,367,5.449591280653951
JARDIM AMERICA,2019,1,049,384,2.6041666666666665
HIGIENOPOLIS,2019,0,050,135,0.0
JACARE,2019,1,051,249,4.016064257028112
MARIA DA GRACA,2019,1,052,55,18.18181818181818
DEL CASTILHO,2019,1,053,305,3.278688524590164
INHAUMA,2019,3,054,778,3.8560411311053984
ENGENHO DA RAINHA,2019,2,055,284,7.042253521126761
TOMAS COELHO,2019,1,056,235,4.25531914893617
SAO FRANCISCO XAVIER,2019,1,057,63,15.873015873015872
ROCHA,2019,0,058,141,0.0
