bairro,ano,obitos_tardios,codigo,nascidos vivos,taxa_obitos_tardios
BENFICA,2013,1,012,476,2.100840336134454
PAQUETA,2013,0,013,26,0.0
SANTA TERESA,2013,2,014,473,4.2283298097251585
FLAMENGO,2013,3,015,433,6.928406466512702
GLORIA,2013,1,016,123,8.130081300813009
LARANJEIRAS,2013,0,017,411,0.0
CATETE,2013,0,018,189,0.0
COSME VELHO,2013,1,019,78,12.82051282051282
BOTAFOGO,2013,0,020,827,0.0
HUMAITA,2013,0,021,132,0.0
URCA,2013,0,022,52,0.0
LEME,2013,0,023,131,0.0
COPACABANA,2013,3,024,1132,2.65017667844523
IPANEMA,2013,1,025,340,2.941176470588235
LEBLON,2013,0,026,402,0.0
LAGOA,2013,0,027,189,0.0
JARDIM BOTANICO,2013,0,028,208,0.0
GAVEA,2013,1,029,251,3.9840637450199203
VIDIGAL,2013,0,030,259,0.0
SAO CONRADO,2013,0,031,127,0.0
PRACA DA BANDEIRA,2013,0,032,132,0.0
TIJUCA,2013,0,033,1578,0.0
ALTO DA BOA VISTA,2013,0,034,118,0.0
MARACANA,2013,1,035,191,5.235602094240838
VILA ISABEL,2013,1,036,747,1.3386880856760375
ANDARAI,2013,0,037,377,0.0
GRAJAU,2013,0,038,383,0.0
MANGUINHOS,2013,2,039,315,6.349206349206349
BONSUCESSO,2013,0,040,264,0.0
RAMOS,2013,1,041,438,2.28310502283105
OLARIA,2013,2,042,650,3.076923076923077
PENHA,2013,6,043,1043,5.752636625119846
PENHA CIRCULAR,2013,0,044,451,0.0
BRAS DE PINA,2013,2,045,631,3.1695721077654517
CORDOVIL,2013,2,046,650,3.076923076923077
PARADA DE LUCAS,2013,0,047,312,0.0
VIGARIO GERAL,2013,2,048,416,4.807692307692308
JARDIM AMERICA,2013,0,049,436,0.0
HIGIENOPOLIS,2013,0,050,192,0.0
JACARE,2013,0,051,420,0.0
MARIA DA GRACA,2013,0,052,101,0.0
DEL CASTILHO,2013,0,053,310,0.0
INHAUMA,2013,3,054,916,3.2751091703056767
ENGENHO DA RAINHA,2013,1,055,299,3.3444816053511706
TOMAS COELHO,2013,0,056,259,0.0
SAO FRANCISCO XAVIER,2013,0,057,61,0.0
ROCHA,2013,0,058,123,0.0
RIACHUELO,2013,0,059,108,0.0
SAMPAIO,2013,0,060,157,0.0
ENGENHO NOVO,2013,0,061,667,0.0
LINS DE VASCONCELOS,2013,3,062,485,6.185567010309278
MEIER,2013,0,063,545,0.0
TODOS OS SANTOS,2013,0,064,156,0.0
CACHAMBI,2013,0,065,427,0.0
ENGENHO DE DENTRO,2013,1,066,546,1.8315018315018314
AGUA SANTA,2013,0,067,85,0.0
ENCANTADO,2013,2,068,141,14.184397163120567
PIEDADE,2013,2,069,515,3.883495145631068
ABOLICAO,2013,0,070,135,0.0
PILARES,2013,0,071,352,0.0
VILA KOSMOS,2013,1,072,116,8.620689655172413
VICENTE DE CARVALHO,2013,1,073,335,2.985074626865672
VILA DA PENHA,2013,1,074,515,1.941747572815534
VISTA ALEGRE,2013,1,075,162,6.172839506172839
IRAJA,2013,5,076,1147,4.3591979075850045
COLEGIO,2013,0,077,433,0.0
CAMPINHO,2013,0,078,219,0.0
QUINTINO BOCAIUVA,2013,0,079,385,0.0
CAVALCANTE,2013,2,080,211,9.47867298578199
ENGENHEIRO LEAL,2013,0,081,45,0.0
CASCADURA,2013,0,082,448,0.0
MADUREIRA,2013,1,083,740,1.3513513513513513
VAZ LOBO,2013,0,084,234,0.0
TURIACU,2013,0,085,171,0.0
ROCHA MIRANDA,2013,4,086,593,6.745362563237774
HONORIO GURGEL,2013,0,087,313,0.0
OSWALDO CRUZ,2013,0,088,355,0.0
BENTO RIBEIRO,2013,1,089,511,1.9569471624266144
MARECHAL HERMES,2013,2,090,567,3.527336860670194
CACUIA,2013,3,093,145,20.689655172413794
PITANGUEIRAS,2013,0,094,128,0.0
PRAIA DA BANDEIRA,2013,0,095,43,0.0
COCOTA,2013,0,096,87,0.0
BANCARIOS,2013,0,097,218,0.0
FREGUESIA-ILHA,2013,0,098,219,0.0
JARDIM GUANABARA,2013,0,099,242,0.0
JARDIM CARIOCA,2013,0,100,369,0.0
TAUA,2013,1,101,321,3.115264797507788
MONERO,2013,0,102,60,0.0
PORTUGUESA,2013,0,103,232,0.0
GALEAO,2013,2,104,422,4.739336492890995
CIDADE UNIVERSITARIA,2013,0,105,12,0.0
GUADALUPE,2013,1,106,719,1.3908205841446453
ANCHIETA,2013,4,107,1090,3.669724770642202
PARQUE ANCHIETA,2013,0,108,232,0.0
RICARDO ALBUQUERQUE,2013,0,109,373,0.0
COELHO NETO,2013,0,110,397,0.0
ACARI,2013,0,111,498,0.0
BARROS FILHO,2013,1,112,173,5.780346820809248
COSTA BARROS,2013,2,113,748,2.6737967914438503
PAVUNA,2013,2,114,1153,1.7346053772766694
JACAREPAGUA,2013,5,115,2277,2.1958717610891525
ANIL,2013,2,116,496,4.032258064516129
GARDENIA AZUL,2013,1,117,630,1.5873015873015872
CIDADE DE DEUS,2013,3,118,829,3.6188178528347406
CURICICA,2013,0,119,926,0.0
FREGUESIA-JPA,2013,0,120,844,0.0
PECHINCHA,2013,3,121,479,6.263048016701462
TAQUARA,2013,1,122,1758,0.5688282138794084
TANQUE,2013,2,123,622,3.215434083601286
PRACA SECA,2013,0,124,826,0.0
VILA VALQUEIRE,2013,1,125,412,2.4271844660194173
ITANHANGA,2013,1,127,578,1.7301038062283738
BARRA DA TIJUCA,2013,2,128,1730,1.1560693641618498
CAMORIM,2013,0,129,77,0.0
VARGEM PEQUENA,2013,1,130,294,3.401360544217687
VARGEM GRANDE,2013,1,131,316,3.1645569620253164
RECREIO BANDEIRANTES,2013,1,132,1346,0.7429420505200593
DEODORO,2013,0,134,207,0.0
VILA MILITAR,2013,0,135,58,0.0
CAMPO DOS AFONSOS,2013,0,136,16,0.0
JARDIM SULACAP,2013,0,137,270,0.0
MAGALHAES BASTOS,2013,1,138,310,3.225806451612903
REALENGO,2013,6,139,2359,2.543450614667232
PADRE MIGUEL,2013,1,140,962,1.0395010395010396
BANGU,2013,12,141,3891,3.0840400925212026
SENADOR CAMARA,2013,4,142,1414,2.828854314002829
SANTISSIMO,2013,3,143,790,3.7974683544303796
CAMPO GRANDE,2013,16,144,5244,3.051106025934401
SENADOR VASCONCELOS,2013,0,145,308,0.0
INHOAIBA,2013,2,146,880,2.2727272727272725
COSMOS,2013,1,147,1122,0.8912655971479501
PACIENCIA,2013,2,148,1491,1.341381623071764
SANTA CRUZ,2013,16,149,3992,4.008016032064128
SEPETIBA,2013,5,150,922,5.422993492407809
GUARATIBA,2013,5,151,1650,3.0303030303030303
BARRA DE GUARATIBA,2013,0,152,78,0.0
PEDRA DE GUARATIBA,2013,0,153,616,0.0
ROCINHA,2013,5,154,1161,4.3066322136089585
JACAREZINHO,2013,1,155,283,3.5335689045936394
COMPLEXO DO ALEMAO,2013,2,156,845,2.366863905325444
COMPLEXO DA MARE,2013,7,157,2659,2.6325686348251223
PARQUE COLUMBIA,2013,0,158,17,0.0
VASCO DA GAMA,2013,0,159,13,0.0
LAPA,2013,0,161,0,
VILA KENNEDY,2013,0,162,0,
BARRA OLIMPICA,2013,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2013,0,998,9,0.0
IGNORADO BAIRRO-MRJ,2013,0,999,50,0.0
,2013,64,,0,inf
SAUDE,2014,0,001,71,0.0
GAMBOA,2014,0,002,164,0.0
SANTO CRISTO,2014,1,003,249,4.016064257028112
CAJU,2014,0,004,448,0.0
CENTRO,2014,2,005,425,4.705882352941176
CATUMBI,2014,0,006,276,0.0
RIO COMPRIDO,2014,3,007,624,4.807692307692308
CIDADE NOVA,2014,0,008,56,0.0
ESTACIO,2014,1,009,301,3.3222591362126246
SAO CRISTOVAO,2014,1,010,724,1.3812154696132597
MANGUEIRA,2014,1,011,321,3.115264797507788
BENFICA,2014,1,012,484,2.066115702479339
PAQUETA,2014,0,013,32,0.0
SANTA TERESA,2014,0,014,471,0.0
FLAMENGO,2014,1,015,416,2.403846153846154
GLORIA,2014,0,016,174,0.0
LARANJEIRAS,2014,0,017,406,0.0
CATETE,2014,0,018,220,0.0
COSME VELHO,2014,0,019,103,0.0
BOTAFOGO,2014,2,020,839,2.3837902264600714
HUMAITA,2014,0,021,117,0.0
URCA,2014,0,022,46,0.0
LEME,2014,0,023,134,0.0
COPACABANA,2014,4,024,1212,3.3003300330033003
IPANEMA,2014,0,025,379,0.0
LEBLON,2014,0,026,406,0.0
LAGOA,2014,0,027,184,0.0
JARDIM BOTANICO,2014,0,028,190,0.0
GAVEA,2014,0,029,265,0.0
VIDIGAL,2014,2,030,261,7.662835249042145
SAO CONRADO,2014,0,031,98,0.0
PRACA DA BANDEIRA,2014,0,032,98,0.0
TIJUCA,2014,1,033,1661,0.6020469596628537
ALTO DA BOA VISTA,2014,0,034,147,0.0
MARACANA,2014,0,035,205,0.0
VILA ISABEL,2014,0,036,760,0.0
ANDARAI,2014,0,037,348,0.0
GRAJAU,2014,0,038,388,0.0
MANGUINHOS,2014,1,039,356,2.8089887640449436
BONSUCESSO,2014,1,040,347,2.881844380403458
RAMOS,2014,0,041,587,0.0
OLARIA,2014,2,042,637,3.1397174254317113
PENHA,2014,1,043,951,1.0515247108307044
PENHA CIRCULAR,2014,0,044,427,0.0
BRAS DE PINA,2014,0,045,656,0.0
CORDOVIL,2014,1,046,613,1.6313213703099512
PARADA DE LUCAS,2014,1,047,349,2.865329512893983
VIGARIO GERAL,2014,1,048,476,2.100840336134454
JARDIM AMERICA,2014,0,049,511,0.0
HIGIENOPOLIS,2014,1,050,165,6.0606060606060606
JACARE,2014,2,051,418,4.784688995215311
MARIA DA GRACA,2014,0,052,75,0.0
DEL CASTILHO,2014,0,053,293,0.0
INHAUMA,2014,1,054,969,1.0319917440660473
ENGENHO DA RAINHA,2014,1,055,343,2.9154518950437316
TOMAS COELHO,2014,1,056,269,3.717472118959108
SAO FRANCISCO XAVIER,2014,0,057,71,0.0
ROCHA,2014,0,058,127,0.0
RIACHUELO,2014,0,059,131,0.0
SAMPAIO,2014,0,060,131,0.0
ENGENHO NOVO,2014,2,061,661,3.0257186081694405
LINS DE VASCONCELOS,2014,1,062,523,1.9120458891013383
MEIER,2014,2,063,548,3.6496350364963503
TODOS OS SANTOS,2014,0,064,180,0.0
CACHAMBI,2014,2,065,422,4.739336492890995
ENGENHO DE DENTRO,2014,2,066,592,3.3783783783783785
AGUA SANTA,2014,0,067,93,0.0
ENCANTADO,2014,0,068,137,0.0
PIEDADE,2014,4,069,579,6.90846286701209
ABOLICAO,2014,0,070,148,0.0
PILARES,2014,1,071,376,2.6595744680851063
VILA KOSMOS,2014,0,072,118,0.0
VICENTE DE CARVALHO,2014,0,073,336,0.0
VILA DA PENHA,2014,0,074,426,0.0
VISTA ALEGRE,2014,0,075,157,0.0
IRAJA,2014,4,076,1227,3.2599837000814995
COLEGIO,2014,0,077,451,0.0
CAMPINHO,2014,0,078,213,0.0
QUINTINO BOCAIUVA,2014,2,079,386,5.181347150259067
CAVALCANTE,2014,0,080,227,0.0
ENGENHEIRO LEAL,2014,1,081,49,20.408163265306122
CASCADURA,2014,1,082,416,2.403846153846154
MADUREIRA,2014,1,083,765,1.3071895424836601
VAZ LOBO,2014,0,084,230,0.0
TURIACU,2014,0,085,171,0.0
ROCHA MIRANDA,2014,0,086,590,0.0
HONORIO GURGEL,2014,1,087,301,3.3222591362126246
OSWALDO CRUZ,2014,0,088,355,0.0
BENTO RIBEIRO,2014,2,089,486,4.11522633744856
MARECHAL HERMES,2014,1,090,560,1.7857142857142856
CACUIA,2014,2,093,141,14.184397163120567
PITANGUEIRAS,2014,0,094,150,0.0
PRAIA DA BANDEIRA,2014,0,095,50,0.0
COCOTA,2014,0,096,96,0.0
BANCARIOS,2014,0,097,205,0.0
FREGUESIA-ILHA,2014,0,098,226,0.0
JARDIM GUANABARA,2014,0,099,261,0.0
JARDIM CARIOCA,2014,1,100,374,2.6737967914438503
TAUA,2014,1,101,336,2.976190476190476
MONERO,2014,0,102,48,0.0
PORTUGUESA,2014,0,103,233,0.0
GALEAO,2014,2,104,395,5.063291139240507
CIDADE UNIVERSITARIA,2014,0,105,20,0.0
GUADALUPE,2014,1,106,693,1.443001443001443
ANCHIETA,2014,2,107,1107,1.8066847335140017
PARQUE ANCHIETA,2014,1,108,226,4.424778761061947
RICARDO ALBUQUERQUE,2014,1,109,369,2.710027100271003
COELHO NETO,2014,0,110,453,0.0
ACARI,2014,0,111,493,0.0
BARROS FILHO,2014,0,112,243,0.0
COSTA BARROS,2014,1,113,733,1.364256480218281
PAVUNA,2014,3,114,1209,2.4813895781637716
JACAREPAGUA,2014,6,115,2822,2.1261516654854713
ANIL,2014,3,116,458,6.550218340611353
GARDENIA AZUL,2014,1,117,671,1.4903129657228018
CIDADE DE DEUS,2014,4,118,868,4.608294930875576
CURICICA,2014,1,119,839,1.1918951132300357
FREGUESIA-JPA,2014,1,120,922,1.0845986984815619
PECHINCHA,2014,1,121,553,1.8083182640144664
TAQUARA,2014,2,122,1758,1.1376564277588168
TANQUE,2014,1,123,608,1.644736842105263
PRACA SECA,2014,1,124,841,1.1890606420927465
VILA VALQUEIRE,2014,0,125,445,0.0
ITANHANGA,2014,4,127,631,6.3391442155309035
BARRA DA TIJUCA,2014,0,128,1671,0.0
CAMORIM,2014,0,129,77,0.0
VARGEM PEQUENA,2014,1,130,339,2.949852507374631
VARGEM GRANDE,2014,0,131,281,0.0
RECREIO BANDEIRANTES,2014,3,132,1357,2.210759027266028
DEODORO,2014,1,134,173,5.780346820809248
VILA MILITAR,2014,0,135,71,0.0
CAMPO DOS AFONSOS,2014,0,136,15,0.0
JARDIM SULACAP,2014,0,137,267,0.0
MAGALHAES BASTOS,2014,1,138,300,3.3333333333333335
REALENGO,2014,4,139,2429,1.6467682173734046
PADRE MIGUEL,2014,2,140,983,2.0345879959308237
BANGU,2014,10,141,3866,2.586652871184687
SENADOR CAMARA,2014,4,142,1354,2.9542097488921715
SANTISSIMO,2014,1,143,872,1.146788990825688
CAMPO GRANDE,2014,11,144,5465,2.012808783165599
SENADOR VASCONCELOS,2014,3,145,343,8.746355685131196
INHOAIBA,2014,2,146,972,2.05761316872428
COSMOS,2014,3,147,1194,2.512562814070352
PACIENCIA,2014,4,148,1570,2.5477707006369426
SANTA CRUZ,2014,10,149,3995,2.5031289111389237
SEPETIBA,2014,1,150,803,1.2453300124533002
GUARATIBA,2014,4,151,1932,2.070393374741201
BARRA DE GUARATIBA,2014,1,152,82,12.195121951219512
PEDRA DE GUARATIBA,2014,3,153,504,5.952380952380952
ROCINHA,2014,5,154,1174,4.258943781942079
JACAREZINHO,2014,0,155,272,0.0
COMPLEXO DO ALEMAO,2014,2,156,765,2.6143790849673203
COMPLEXO DA MARE,2014,7,157,2579,2.714230321830167
PARQUE COLUMBIA,2014,0,158,21,0.0
VASCO DA GAMA,2014,0,159,23,0.0
LAPA,2014,0,161,0,
VILA KENNEDY,2014,0,162,0,
BARRA OLIMPICA,2014,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2014,0,998,6,0.0
IGNORADO BAIRRO-MRJ,2014,0,999,126,0.0
,2014,70,,0,inf
SAUDE,2015,0,001,60,0.0
GAMBOA,2015,1,002,200,5.0
SANTO CRISTO,2015,1,003,209,4.784688995215311
CAJU,2015,1,004,430,2.3255813953488373
CENTRO,2015,0,005,404,0.0
CATUMBI,2015,2,006,269,7.434944237918216
RIO COMPRIDO,2015,1,007,589,1.697792869269949
CIDADE NOVA,2015,0,008,79,0.0
ESTACIO,2015,1,009,293,3.4129692832764507
SAO CRISTOVAO,2015,1,010,644,1.5527950310559004
MANGUEIRA,2015,0,011,304,0.0
BENFICA,2015,2,012,532,3.7593984962406015
PAQUETA,2015,1,013,39,25.64102564102564
SANTA TERESA,2015,0,014,523,0.0
FLAMENGO,2015,0,015,406,0.0
GLORIA,2015,0,016,138,0.0
LARANJEIRAS,2015,1,017,440,2.2727272727272725
CATETE,2015,2,018,217,9.216589861751151
COSME VELHO,2015,0,019,97,0.0
BOTAFOGO,2015,0,020,878,0.0
HUMAITA,2015,0,021,151,0.0
URCA,2015,1,022,61,16.393442622950822
LEME,2015,0,023,131,0.0
COPACABANA,2015,1,024,1158,0.8635578583765112
IPANEMA,2015,0,025,335,0.0
LEBLON,2015,1,026,408,2.450980392156863
LAGOA,2015,0,027,191,0.0
JARDIM BOTANICO,2015,0,028,191,0.0
GAVEA,2015,1,029,283,3.5335689045936394
VIDIGAL,2015,0,030,242,0.0
SAO CONRADO,2015,0,031,98,0.0
PRACA DA BANDEIRA,2015,0,032,87,0.0
TIJUCA,2015,4,033,1601,2.4984384759525295
ALTO DA BOA VISTA,2015,0,034,131,0.0
MARACANA,2015,0,035,229,0.0
VILA ISABEL,2015,2,036,789,2.5348542458808616
ANDARAI,2015,2,037,415,4.819277108433735
GRAJAU,2015,0,038,395,0.0
MANGUINHOS,2015,4,039,452,8.849557522123893
BONSUCESSO,2015,1,040,509,1.9646365422396854
RAMOS,2015,2,041,667,2.998500749625187
OLARIA,2015,3,042,595,5.04201680672269
PENHA,2015,4,043,892,4.484304932735426
PENHA CIRCULAR,2015,1,044,545,1.834862385321101
BRAS DE PINA,2015,5,045,628,7.961783439490445
CORDOVIL,2015,2,046,621,3.2206119162640903
PARADA DE LUCAS,2015,1,047,335,2.985074626865672
VIGARIO GERAL,2015,3,048,471,6.369426751592357
JARDIM AMERICA,2015,0,049,455,0.0
HIGIENOPOLIS,2015,0,050,171,0.0
JACARE,2015,0,051,383,0.0
MARIA DA GRACA,2015,1,052,102,9.803921568627452
DEL CASTILHO,2015,2,053,308,6.493506493506494
INHAUMA,2015,1,054,824,1.2135922330097086
ENGENHO DA RAINHA,2015,0,055,366,0.0
TOMAS COELHO,2015,0,056,304,0.0
SAO FRANCISCO XAVIER,2015,0,057,79,0.0
ROCHA,2015,0,058,155,0.0
RIACHUELO,2015,4,059,132,30.303030303030305
SAMPAIO,2015,1,060,151,6.622516556291391
ENGENHO NOVO,2015,0,061,578,0.0
LINS DE VASCONCELOS,2015,3,062,504,5.952380952380952
MEIER,2015,1,063,474,2.109704641350211
TODOS OS SANTOS,2015,0,064,177,0.0
CACHAMBI,2015,2,065,371,5.3908355795148255
ENGENHO DE DENTRO,2015,0,066,610,0.0
AGUA SANTA,2015,0,067,83,0.0
ENCANTADO,2015,0,068,136,0.0
PIEDADE,2015,0,069,592,0.0
ABOLICAO,2015,0,070,135,0.0
PILARES,2015,1,071,322,3.105590062111801
VILA KOSMOS,2015,0,072,130,0.0
VICENTE DE CARVALHO,2015,0,073,348,0.0
VILA DA PENHA,2015,0,074,286,0.0
VISTA ALEGRE,2015,0,075,93,0.0
IRAJA,2015,3,076,1181,2.540220152413209
COLEGIO,2015,0,077,439,0.0
CAMPINHO,2015,0,078,157,0.0
QUINTINO BOCAIUVA,2015,1,079,406,2.4630541871921183
CAVALCANTE,2015,0,080,268,0.0
ENGENHEIRO LEAL,2015,0,081,86,0.0
CASCADURA,2015,0,082,450,0.0
MADUREIRA,2015,3,083,739,4.059539918809201
VAZ LOBO,2015,0,084,243,0.0
TURIACU,2015,0,085,190,0.0
ROCHA MIRANDA,2015,1,086,581,1.721170395869191
HONORIO GURGEL,2015,2,087,336,5.952380952380952
OSWALDO CRUZ,2015,1,088,403,2.4813895781637716
BENTO RIBEIRO,2015,1,089,499,2.004008016032064
MARECHAL HERMES,2015,2,090,570,3.5087719298245617
CACUIA,2015,0,093,154,0.0
PITANGUEIRAS,2015,1,094,149,6.7114093959731544
PRAIA DA BANDEIRA,2015,0,095,64,0.0
COCOTA,2015,0,096,106,0.0
BANCARIOS,2015,1,097,226,4.424778761061947
FREGUESIA-ILHA,2015,0,098,218,0.0
JARDIM GUANABARA,2015,0,099,239,0.0
JARDIM CARIOCA,2015,0,100,347,0.0
TAUA,2015,0,101,361,0.0
MONERO,2015,0,102,48,0.0
PORTUGUESA,2015,3,103,218,13.761467889908257
GALEAO,2015,0,104,387,0.0
CIDADE UNIVERSITARIA,2015,0,105,24,0.0
GUADALUPE,2015,2,106,658,3.0395136778115504
ANCHIETA,2015,2,107,1054,1.8975332068311195
PARQUE ANCHIETA,2015,0,108,270,0.0
RICARDO ALBUQUERQUE,2015,1,109,377,2.6525198938992043
COELHO NETO,2015,1,110,457,2.1881838074398248
ACARI,2015,2,111,564,3.5460992907801416
BARROS FILHO,2015,1,112,269,3.717472118959108
COSTA BARROS,2015,2,113,694,2.881844380403458
PAVUNA,2015,5,114,1222,4.091653027823241
JACAREPAGUA,2015,8,115,3084,2.594033722438392
ANIL,2015,0,116,431,0.0
GARDENIA AZUL,2015,1,117,686,1.4577259475218658
CIDADE DE DEUS,2015,4,118,890,4.49438202247191
CURICICA,2015,1,119,776,1.288659793814433
FREGUESIA-JPA,2015,1,120,924,1.0822510822510822
PECHINCHA,2015,1,121,570,1.7543859649122808
TAQUARA,2015,4,122,1718,2.328288707799767
TANQUE,2015,0,123,596,0.0
PRACA SECA,2015,4,124,933,4.287245444801715
VILA VALQUEIRE,2015,0,125,421,0.0
ITANHANGA,2015,1,127,702,1.4245014245014245
BARRA DA TIJUCA,2015,4,128,1568,2.5510204081632653
CAMORIM,2015,0,129,76,0.0
VARGEM PEQUENA,2015,1,130,380,2.631578947368421
VARGEM GRANDE,2015,0,131,297,0.0
RECREIO BANDEIRANTES,2015,1,132,1369,0.7304601899196493
DEODORO,2015,0,134,199,0.0
VILA MILITAR,2015,0,135,111,0.0
CAMPO DOS AFONSOS,2015,0,136,21,0.0
JARDIM SULACAP,2015,1,137,270,3.7037037037037037
MAGALHAES BASTOS,2015,1,138,299,3.3444816053511706
REALENGO,2015,9,139,2404,3.743760399334443
PADRE MIGUEL,2015,0,140,901,0.0
BANGU,2015,7,141,3736,1.8736616702355462
SENADOR CAMARA,2015,6,142,1475,4.067796610169491
SANTISSIMO,2015,0,143,845,0.0
CAMPO GRANDE,2015,5,144,5363,0.9323140033563304
SENADOR VASCONCELOS,2015,0,145,401,0.0
INHOAIBA,2015,3,146,1004,2.9880478087649402
COSMOS,2015,3,147,1268,2.365930599369085
PACIENCIA,2015,5,148,1665,3.003003003003003
SANTA CRUZ,2015,12,149,4171,2.8770079117717575
SEPETIBA,2015,3,150,885,3.389830508474576
GUARATIBA,2015,2,151,2077,0.9629272989889263
BARRA DE GUARATIBA,2015,0,152,75,0.0
PEDRA DE GUARATIBA,2015,1,153,413,2.4213075060532687
ROCINHA,2015,1,154,1132,0.8833922261484098
JACAREZINHO,2015,2,155,312,6.41025641025641
COMPLEXO DO ALEMAO,2015,0,156,843,0.0
COMPLEXO DA MARE,2015,6,157,2419,2.4803637866887143
PARQUE COLUMBIA,2015,0,158,60,0.0
VASCO DA GAMA,2015,1,159,81,12.345679012345679
LAPA,2015,0,161,0,
VILA KENNEDY,2015,0,162,0,
BARRA OLIMPICA,2015,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2015,0,998,34,0.0
IGNORADO BAIRRO-MRJ,2015,0,999,55,0.0
,2015,68,,0,inf
SAUDE,2016,0,001,38,0.0
GAMBOA,2016,1,002,171,5.847953216374268
SANTO CRISTO,2016,0,003,199,0.0
CAJU,2016,0,004,460,0.0
CENTRO,2016,0,005,393,0.0
CATUMBI,2016,0,006,242,0.0
RIO COMPRIDO,2016,2,007,543,3.6832412523020257
CIDADE NOVA,2016,0,008,72,0.0
ESTACIO,2016,2,009,245,8.16326530612245
SAO CRISTOVAO,2016,1,010,591,1.6920473773265652
MANGUEIRA,2016,1,011,278,3.5971223021582737
BENFICA,2016,0,012,484,0.0
PAQUETA,2016,0,013,36,0.0
SANTA TERESA,2016,1,014,466,2.1459227467811157
FLAMENGO,2016,0,015,340,0.0
GLORIA,2016,0,016,106,0.0
LARANJEIRAS,2016,1,017,358,2.793296089385475
CATETE,2016,1,018,172,5.813953488372093
COSME VELHO,2016,0,019,93,0.0
BOTAFOGO,2016,1,020,775,1.2903225806451613
HUMAITA,2016,0,021,146,0.0
URCA,2016,0,022,43,0.0
LEME,2016,1,023,132,7.575757575757576
COPACABANA,2016,1,024,1038,0.9633911368015414
IPANEMA,2016,0,025,259,0.0
LEBLON,2016,1,026,339,2.949852507374631
LAGOA,2016,0,027,121,0.0
JARDIM BOTANICO,2016,0,028,154,0.0
GAVEA,2016,0,029,265,0.0
VIDIGAL,2016,0,030,207,0.0
SAO CONRADO,2016,0,031,79,0.0
PRACA DA BANDEIRA,2016,0,032,117,0.0
TIJUCA,2016,4,033,1531,2.612671456564337
ALTO DA BOA VISTA,2016,0,034,148,0.0
MARACANA,2016,0,035,177,0.0
VILA ISABEL,2016,3,036,672,4.464285714285714
ANDARAI,2016,0,037,313,0.0
GRAJAU,2016,1,038,326,3.067484662576687
MANGUINHOS,2016,2,039,494,4.048582995951417
BONSUCESSO,2016,3,040,1157,2.592912705272256
RAMOS,2016,1,041,760,1.3157894736842104
OLARIA,2016,0,042,554,0.0
PENHA,2016,2,043,920,2.1739130434782608
PENHA CIRCULAR,2016,1,044,435,2.2988505747126435
BRAS DE PINA,2016,3,045,612,4.901960784313726
CORDOVIL,2016,1,046,605,1.6528925619834711
PARADA DE LUCAS,2016,0,047,322,0.0
VIGARIO GERAL,2016,1,048,419,2.3866348448687353
JARDIM AMERICA,2016,1,049,411,2.4330900243309004
HIGIENOPOLIS,2016,0,050,164,0.0
JACARE,2016,0,051,321,0.0
MARIA DA GRACA,2016,0,052,66,0.0
DEL CASTILHO,2016,0,053,290,0.0
INHAUMA,2016,0,054,749,0.0
ENGENHO DA RAINHA,2016,1,055,354,2.824858757062147
TOMAS COELHO,2016,0,056,244,0.0
SAO FRANCISCO XAVIER,2016,1,057,95,10.526315789473683
ROCHA,2016,1,058,180,5.555555555555555
RIACHUELO,2016,0,059,123,0.0
SAMPAIO,2016,1,060,131,7.633587786259541
ENGENHO NOVO,2016,0,061,553,0.0
LINS DE VASCONCELOS,2016,1,062,422,2.3696682464454977
MEIER,2016,2,063,429,4.662004662004662
TODOS OS SANTOS,2016,0,064,150,0.0
CACHAMBI,2016,1,065,377,2.6525198938992043
ENGENHO DE DENTRO,2016,0,066,597,0.0
AGUA SANTA,2016,0,067,96,0.0
ENCANTADO,2016,2,068,142,14.084507042253522
PIEDADE,2016,3,069,495,6.0606060606060606
ABOLICAO,2016,0,070,122,0.0
PILARES,2016,0,071,330,0.0
VILA KOSMOS,2016,0,072,122,0.0
VICENTE DE CARVALHO,2016,0,073,309,0.0
VILA DA PENHA,2016,0,074,237,0.0
VISTA ALEGRE,2016,0,075,120,0.0
IRAJA,2016,4,076,1081,3.700277520814061
COLEGIO,2016,1,077,424,2.3584905660377355
CAMPINHO,2016,0,078,170,0.0
QUINTINO BOCAIUVA,2016,0,079,362,0.0
CAVALCANTE,2016,0,080,219,0.0
ENGENHEIRO LEAL,2016,0,081,70,0.0
CASCADURA,2016,0,082,393,0.0
MADUREIRA,2016,0,083,687,0.0
VAZ LOBO,2016,1,084,234,4.273504273504274
TURIACU,2016,0,085,151,0.0
ROCHA MIRANDA,2016,0,086,565,0.0
HONORIO GURGEL,2016,0,087,310,0.0
OSWALDO CRUZ,2016,0,088,358,0.0
BENTO RIBEIRO,2016,1,089,493,2.028397565922921
MARECHAL HERMES,2016,1,090,512,1.953125
CACUIA,2016,1,093,134,7.462686567164179
PITANGUEIRAS,2016,0,094,156,0.0
PRAIA DA BANDEIRA,2016,0,095,41,0.0
COCOTA,2016,0,096,68,0.0
BANCARIOS,2016,0,097,190,0.0
FREGUESIA-ILHA,2016,1,098,280,3.571428571428571
JARDIM GUANABARA,2016,0,099,211,0.0
