bairro;codbnum;regiao_adm;codra;ra;rp;cod_rp;ap;area_plane;Sexo masculino, 0 a 4 anos;Sexo masculino, 5 a 9 anos;Sexo masculino, 10 a 14 anos;Sexo masculino, 15 a 19 anos;Sexo masculino, 20 a 24 anos;Sexo masculino, 25 a 29 anos;Sexo masculino, 30 a 39 anos;Sexo masculino, 40 a 49 anos;Sexo masculino, 50 a 59 anos;Sexo masculino, 60 a 69 anos;Sexo masculino, 70 anos ou mais;Sexo feminino, 0 a 4 anos;Sexo feminino, 5 a 9 anos;Sexo feminino, 10 a 14 anos;Sexo feminino, 15 a 19 anos;Sexo feminino, 20 a 24 anos;Sexo feminino, 25 a 29 anos;Sexo feminino, 30 a 39 anos;Sexo feminino, 40 a 49 anos;Sexo feminino, 50 a 59 anos;Sexo feminino, 60 a 69 anos;Sexo feminino, 70 anos ou mais
Barra da Tijuca;128;BARRA DA TIJUCA;24;XXIV Barra da Tijuca;Barra da Tijuca;42;Área de Planejamento 4;4;2636;3276;3159;3226;3287;3414;9238;10697;9219;8412;9018;2534;3058;3086;3048;3485;3909;10808;12433;10999;10359;12194
Camorim;129;BARRA DA TIJUCA;24;XXIV Barra da Tijuca;Barra da Tijuca;42;Área de Planejamento 4;4;46;34;32;57;59;45;103;95;67;49;31;35;46;27;47;65;55;113;88;67;44;47
Vargem Pequena;130;BARRA DA TIJUCA;24;XXIV Barra da Tijuca;Barra da Tijuca;42;Área de Planejamento 4;4;938;1070;1098;1100;1179;1169;2402;2297;1716;1042;545;873;979;1013;983;1182;1271;2754;2563;1945;1269;903
Vargem Grande;131;BARRA DA TIJUCA;24;XXIV Barra da Tijuca;Barra da Tijuca;42;Área de Planejamento 4;4;619;685;662;752;786;715;1607;1712;1331;950;501;568;676;648;638;788;772;1795;1822;1416;981;764
Recreio dos Bandeirantes;132;BARRA DA TIJUCA;24;XXIV Barra da Tijuca;Barra da Tijuca;42;Área de Planejamento 4;4;3200;3837;3568;3700;4438;4533;11393;12286;8888;6524;4531;3168;3554;3478;3792;4934;5262;12878;13464;9428;7607;6406
Grumari;133;BARRA DA TIJUCA;24;XXIV Barra da Tijuca;Barra da Tijuca;42;Área de Planejamento 4;4;8;0;6;9;8;6;15;12;14;7;0;7;7;5;6;9;4;22;8;8;4;0
Deodoro;134;REALENGO;33;XXXIII Realengo;Bangu;51;Área de Planejamento 5;5;383;376;321;319;374;361;858;682;464;407;270;359;375;351;329;353;418;886;789;587;592;513
Vila Militar;135;REALENGO;33;XXXIII Realengo;Bangu;51;Área de Planejamento 5;5;386;381;388;406;430;481;1146;897;682;446;402;403;408;383;395;427;514;1154;1004;804;739;638
Campo dos Afonsos;136;REALENGO;33;XXXIII Realengo;Bangu;51;Área de Planejamento 5;5;96;102;90;69;45;31;243;255;89;13;9;82;119;62;59;55;47;280;224;71;37;25
Jardim Sulacap;137;REALENGO;33;XXXIII Realengo;Bangu;51;Área de Planejamento 5;5;330;387;361;362;421;441;1096;1068;953;745;519;363;382;346;361;422;487;1196;1209;1116;947;842
Magalhães Bastos;138;REALENGO;33;XXXIII Realengo;Bangu;51;Área de Planejamento 5;5;470;568;630;659;761;772;1367;1320;1263;1098;726;497;541;608;648;758;772;1529;1599;1599;1503;1237
Realengo;139;REALENGO;33;XXXIII Realengo;Bangu;51;Área de Planejamento 5;5;4351;5231;5118;5419;5868;5888;10917;11060;9672;7899;5187;4157;4840;5050;5343;6099;6238;12499;12780;12093;10592;9364
Padre Miguel;140;BANGU;17;XVII Bangu;Bangu;51;Área de Planejamento 5;5;1550;2319;1885;1765;2088;1752;4374;4465;3552;3164;1993;1527;2243;1643;1803;2053;1910;4882;4962;4266;3927;3030
Bangu;141;BANGU;17;XVII Bangu;Bangu;51;Área de Planejamento 5;5;5798;6730;6332;6785;7720;7202;14559;14413;12254;9861;6106;5580;6268;6066;6593;7833;7768;16463;16687;14886;12972;10262
Senador Camará;142;BANGU;17;XVII Bangu;Bangu;51;Área de Planejamento 5;5;2750;3502;3344;3455;3986;3305;6763;7186;6010;4359;2723;2934;3535;3214;3460;4086;3835;8119;8343;7040;5603;4358
Santíssimo;143;CAMPO GRANDE;18;XVIII Campo Grande;Campo Grande;52;Área de Planejamento 5;5;1257;1591;1501;1560;1794;1684;3341;3533;3008;2155;1436;1222;1464;1324;1467;1820;1811;3757;4078;3495;2678;2032
Campo Grande;144;CAMPO GRANDE;18;XVIII Campo Grande;Campo Grande;52;Área de Planejamento 5;5;9439;11206;10746;11277;12037;11760;24589;25051;21294;16105;10895;8947;10728;10470;10867;12122;12715;28031;28793;25332;21302;18069
Senador Vasconcelos;145;CAMPO GRANDE;18;XVIII Campo Grande;Campo Grande;52;Área de Planejamento 5;5;819;1002;951;1032;1324;1033;2191;2507;2065;1559;1008;805;898;932;1026;1238;1152;2409;2699;2488;2021;1664
Inhoaíba;146;CAMPO GRANDE;18;XVIII Campo Grande;Campo Grande;52;Área de Planejamento 5;5;2274;2725;2599;2641;2819;2704;5274;4890;4080;2794;1584;2216;2512;2432;2477;2771;2908;5909;5685;4707;3612;2446
Cosmos;147;CAMPO GRANDE;18;XVIII Campo Grande;Campo Grande;52;Área de Planejamento 5;5;2879;3369;3432;3507;3711;3617;7026;6469;5470;3517;2015;2764;3445;3225;3332;3799;3916;7918;7651;6321;4644;3359
Paciência;148;SANTA CRUZ;19;XIX Santa Cruz;Santa Cruz;53;Área de Planejamento 5;5;3258;3772;3787;4096;4180;3892;7124;7290;5693;4052;2480;3070;3669;3669;3866;4145;4121;8079;8456;6636;5472;3991
Santa Cruz;149;SANTA CRUZ;19;XIX Santa Cruz;Santa Cruz;53;Área de Planejamento 5;5;8153;9478;9825;9732;10065;9551;17293;16852;12973;8791;5392;7906;9149;9061;9214;10222;10375;19667;19360;15162;11849;8684
Sepetiba;150;SANTA CRUZ;19;XIX Santa Cruz;Santa Cruz;53;Área de Planejamento 5;5;1839;2230;2275;2262;2327;2005;3861;3748;3150;2526;1654;1829;2119;2160;2143;2315;2158;4279;4337;3833;3160;2419
Guaratiba;151;GUARATIBA;26;XXVI Guaratiba;Guaratiba;54;Área de Planejamento 5;5;5042;5768;5667;5836;6336;5806;11156;11473;8600;5309;3027;4999;5502;5331;5822;6299;6108;12397;12650;9593;6415;4533
Barra de Guaratiba;152;GUARATIBA;26;XXVI Guaratiba;Guaratiba;54;Área de Planejamento 5;5;99;135;135;146;161;153;335;378;362;264;197;105;110;123;132;152;142;336;378;366;290;244
Pedra de Guaratiba;153;GUARATIBA;26;XXVI Guaratiba;Guaratiba;54;Área de Planejamento 5;5;290;357;359;406;430;381;836;818;745;625;405;308;324;310;355;381;386;863;950;867;794;726
Rocinha;154;ROCINHA;27;XXVII Rocinha;Zona Sul;21;Área de Planejamento 2;2;2087;2562;2501;2521;3509;3670;6606;5215;3333;1906;877;2117;2443;2348;2581;3524;3590;6614;5372;3674;2423;1373
Jacarezinho;155;JACAREZINHO;28;XXVIII Jacarezinho;Méier;32;Área de Planejamento 3;3;1204;1425;1246;1305;1586;1340;2647;2392;1693;1291;715;1169;1363;1137;1286;1791;1723;2954;2481;1942;1571;1069
Complexo do Alemão;156;COMPLEXO DO ALEMÃO;29;XXIX Complexo do Alemão;Inhaúma;34;Área de Planejamento 3;3;1766;2118;2128;2195;2416;2063;3679;3365;2751;1930;1111;1701;2079;2039;2279;2423;2394;4149;4001;3349;2468;1734
Maré;157;COMPLEXO DA MARE;30;XXX Maré;Ramos;31;Área de Planejamento 3;3;4286;5006;4659;4654;5502;5349;9806;8418;6027;3768;2019;4251;4820;4347;4871;5955;5914;10829;9358;7087;4679;3110
Vasco da Gama;158;SAO CRISTOVAO;7;VII São Cristóvão;Centro;11;Área de Planejamento 1;1;369;460;431;432;581;580;1135;967;835;599;403;368;415;366;451;564;573;1224;1223;1010;762;715
Parque Colúmbia;159;PAVUNA;25;XXV Pavuna;Pavuna;36;Área de Planejamento 3;3;259;280;290;316;315;302;512;512;513;342;246;222;309;298;273;308;290;621;577;593;452;371
Gericinó;160;BANGU;17;XVII Bangu;Bangu;51;Área de Planejamento 5;5;91;125;124;122;105;100;196;185;126;59;30;87;112;111;95;97;99;236;199;139;78;43
Lapa;161;CENTRO;2;II Centro;Centro;11;Área de Planejamento 1;1;97;103;105;113;235;408;895;756;605;493;369;91;127;120;120;234;396;850;708;683;673;756
Vila Kennedy;162;BANGU;17;XVII Bangu;Bangu;51;Área de Planejamento 5;5;596;697;656;775;799;836;1444;1304;1285;948;529;603;758;718;786;913;879;1606;1605;1598;1220;1017
Jabour;163;BANGU;17;XVII Bangu;Bangu;51;Área de Planejamento 5;5;84;140;129;130;163;139;322;394;356;279;242;89;137;134;131;138;130;345;486;407;437;473
Ilha de Guaratiba;164;GUARATIBA;26;XXVI Guaratiba;Guaratiba;54;Área de Planejamento 5;5;156;203;175;237;305;213;403;585;394;246;130;152;154;166;219;238;219;444;621;403;257;174
Barra Olímpica;165;JACAREPAGUA;16;XVI Jacarepaguá;Jacarepaguá;41;Área de Planejamento 4;4;1684;1793;1550;1383;1354;1606;4973;5183;3203;2097;1553;1546;1690;1518;1344;1498;1965;5890;5712;3509;2866;2522
Argentino;166;PENHA;11;XI Penha;Penha;35;Área de Planejamento 3;3;17;23;16;24;15;23;44;57;50;34;33;16;26;19;17;22;22;54;75;64;58;43
